#,Date,Rank,Price,Sales
173,8/23/2022,383,17.7,50
537,8/24/2021,1,26.95,511
172,8/24/2022,359,17.79,53
536,8/25/2021,1,27.95,511
171,8/25/2022,408,17.88,47
535,8/26/2021,1,29.95,511
170,8/26/2022,452,17.99,45
534,8/27/2021,1,30.45,511
169,8/27/2022,333,17.91,56
533,8/28/2021,1,30.95,511
168,8/28/2022,204,17.83,74
532,8/29/2021,1,31.45,511
167,8/29/2022,217,17.75,72
558,8/3/2021,1,21.59,511
193,8/3/2022,552,16.48,40
531,8/30/2021,1,31.95,511
166,8/30/2022,200,17.67,74
530,8/31/2021,1,32.45,511
165,8/31/2022,176,17.59,83
557,8/4/2021,1,21.91,511
192,8/4/2022,595,15.99,38
556,8/5/2021,1,22.23,511
191,8/5/2022,428,16.08,46
555,8/6/2021,3,22.55,432
190,8/6/2022,462,16.17,44
554,8/7/2021,3,22.95,432
189,8/7/2022,518,16.26,42
553,8/8/2021,3,23.28,432
188,8/8/2022,553,16.35,40
552,8/9/2021,3,23.61,432
187,8/9/2022,586,16.44,38
529,9/1/2021,1,32.95,511
164,9/1/2022,152,17.51,92
520,9/10/2021,15,33.99,271
155,9/10/2022,7,16.79,326
519,9/11/2021,29,33.99,225
154,9/11/2022,8,16.71,313
518,9/12/2021,58,33.99,148
153,9/12/2022,7,16.63,326
517,9/13/2021,73,32.66,135
152,9/13/2022,7,16.55,326
516,9/14/2021,36,31.33,202
151,9/14/2022,7,16.47,326
515,9/15/2021,24,29.99,241
150,9/15/2022,8,16.39,313
514,9/16/2021,48,31.32,162
149,9/16/2022,8,16.31,313
513,9/17/2021,62,32.65,145
148,9/17/2022,8,16.23,313
512,9/18/2021,41,33.99,185
147,9/18/2022,7,16.15,326
511,9/19/2021,44,32.66,175
146,9/19/2022,6,15.99,339
528,9/2/2021,4,33.99,392
163,9/2/2022,128,17.43,101
510,9/20/2021,50,31.33,155
145,9/20/2022,6,16.27,339
509,9/21/2021,28,29.99,228
144,9/21/2022,5,16.55,352
508,9/22/2021,33,30.99,211
143,9/22/2022,5,16.83,352
507,9/23/2021,45,31.99,172
142,9/23/2022,7,17.11,326
506,9/24/2021,32,32.99,215
141,9/24/2022,6,17.39,339
505,9/25/2021,25,33.99,238
140,9/25/2022,7,17.67,326
504,9/26/2021,43,33.99,178
139,9/26/2022,6,17.99,339
503,9/27/2021,55,33.99,151
138,9/27/2022,7,17.93,326
502,9/28/2021,45,33.99,172
137,9/28/2022,8,17.87,313
501,9/29/2021,18,29.99,261
136,9/29/2022,9,17.81,300
527,9/3/2021,2,33.99,471
162,9/3/2022,104,17.35,109
500,9/30/2021,23,33.99,244
135,9/30/2022,10,17.75,287
526,9/4/2021,2,33.99,471
161,9/4/2022,80,17.27,129
525,9/5/2021,3,33.99,432
160,9/5/2022,56,17.19,150
524,9/6/2021,3,33.99,432
159,9/6/2022,32,17.11,215
523,9/7/2021,3,33.99,432
158,9/7/2022,6,17.03,339
522,9/8/2021,4,33.99,392
157,9/8/2022,7,16.95,326
521,9/9/2021,6,33.99,339
156,9/9/2022,8,16.87,313
